,vote_average,vote_count,release_date,revenue,runtime,adult,budget,original_language,popularity,genres,production_companies,production_countries,spoken_languages,keywords,profit,profit_perc,profitable,profitable_perc,January,February,March,April,May,June,July,August,September,October,November,December,Winter_release,Spring_release,Summer_release,Autumn_release,Drama,Comedy,Romance,Action,Crime,Thriller,Horror,Adventure,Science Fiction,In_English
15824,7.128,125,1985-10-01,2400000,91,False,350000,en,11.522,"Drama, Romance","Desert Hearts Productions, Samuel Goldwyn Company",United States of America,English,"farm, coming out, based on novel or book, nevada, reno, nevada, lesbian relationship, divorce, desert, lgbt, woman director, lesbian",2050000,0.8541666666666666,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
15830,6.212,125,1963-06-12,6600000,109,False,2686000,en,10.773,"Adventure, Comedy, Romance",Paramount,United States of America,"French, English, Italian","birthday, half-brother, priest, veteran, mission clinic, polynesia, bar brawl, christmas, piano, half sister, tiki culture",3914000,0.593030303030303,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
15833,6.588,125,1975-08-08,2000000,95,False,2500000,en,12.928,"Crime, Mystery, Thriller","E.K., ITC Entertainment",United States of America,English,"suspicion of murder, los angeles, california",-500000,-0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
15837,6.4,125,2008-07-02,17657973,101,False,10000000,en,7.685,"Family, Comedy, Drama","American Girl Brands, New Line Cinema, Goldsmith-Thomas Productions, Red Om Films, HBO Films, Picturehouse, Front Street Films",United States of America,English,"cincinnati, woman director",7657973,0.4336835830477258,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
15847,6.26,125,2005-04-29,389866,97,False,6000000,en,10.19,"Comedy, Drama","Lions Gate Films, Bob Yari Productions, Jeff Skoll Productions, Southpaw Entertainment, Tribeca Productions",United States of America,"English, French","friendship, self-discovery",-5610134,-14.389903197508888,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
15850,5.444,125,1992-07-24,40227006,97,False,17000000,en,9.426,"Action, Comedy, Thriller, Crime, Romance",Columbia Pictures,United States of America,English,"credit card, con artist, swindler",23227006,0.5773983278795345,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1
15853,6.612,125,2006-10-06,3833507,95,False,5000000,en,7.292,Comedy,Alliance Films,Canada,English,"canada, trailer park, dark comedy, nova scotia, canada, mockumentary, marijuana, based on tv series",-1166493,-0.30428873613638896,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
15863,6.8,124,2015-06-04,22000000,170,False,13000000,hi,8.427,"Drama, Family, Romance","Babieka Films, Excel Entertainment, Junglee Pictures",India,Hindi,"cruise, dysfunctional family, family relationships, anthropomorphism, dysfunctional marriage, family vacation, dog, wedding anniversary, woman director, mediterranean sea",9000000,0.4090909090909091,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
15867,8.113,124,2017-12-27,49380115,129,False,12308000,ko,9.789,"Drama, History, Thriller","CJ Entertainment, Woojeong Film",South Korea,Korean,"students' movement, protest, democracy, military dictatorship, historical event, student protest, communism, 1980s, democratization movement, south korea, seoul, south korea",37072115,0.750749871684179,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
15873,6.821,124,2011-12-27,769552,86,False,500000,en,9.983,Drama,"NorthStar Pictures, Sundial Pictures, Aid + Abet, Focus Features",United States of America,English,"identity, coming of age, female homosexuality, dyje, teenage sexuality, lgbt, lgbt teen, woman director, black lgbt, lesbian, teenager",269552,0.3502713266939726,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
15886,6.298,124,1993-08-27,1029721,116,False,14000000,en,15.074,"Drama, Romance",Paramount,United States of America,English,country music,-12970279,-12.595915786897615,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
15890,5.605,124,1993-06-04,12440858,91,False,2000000,en,12.182,"Comedy, Family",Touchstone Pictures,United States of America,English,"new york city, casting agent, tv commercial, child star, precocious child, talent agent, christmas",10440858,0.8392393836502273,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
15898,6.0,124,2018-03-02,4200000,87,False,3900000,es,4.914,Comedy,"Atresmedia, Bowfinger, Mogambo Films, Movistar+, Sin Filtro la Película, Tornasol Films",Spain,Spanish,"commercial, remake",300000,0.07142857142857142,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
15908,6.121,124,2013-10-25,350006,92,False,4000000,en,7.82,"Drama, Romance",Mockingbird Pictures,United States of America,English,"widow, finding love, middle age",-3649994,-10.428375513562624,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
15910,5.412,124,2014-12-01,39296,90,False,12000000,en,9.971,"Adventure, Science Fiction, Family",Extinct Production,Australia,English,"island, dinosaur",-11960704,-304.37459283387625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
15921,6.004,124,1980-04-17,5000000,83,False,9000000,en,8.726,"Fantasy, Horror, Thriller",Walt Disney Productions,"United Kingdom, United States of America",English,"country house, supernatural, solar eclipse, haunted house, past, english countryside, based on young adult novel",-4000000,-0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
15926,7.1,124,1933-05-27,3200000,97,False,433000,en,10.372,"Comedy, Drama",Warner Bros. Pictures,United States of America,English,"mistaken identity, musical, great depression, songwriter, pre-code, hard times, chorus girl, broadway musical, hidden identity, show girls",2767000,0.8646875,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
15938,6.56,124,1977-10-01,20700000,117,False,7840000,en,9.189,Drama,20th Century Fox,United States of America,"French, English, Russian, German","friends, playwright",12860000,0.621256038647343,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
15955,6.821,123,1982-03-25,20659423,104,False,3500000,en,7.714,"Drama, Romance, Adventure, Western, Family","Cambridge Productions, Michael Edgley International, Snowy River Investment Pty. Ltd.",Australia,English,"australia, regret, horseback riding, river, horse, ranch, based on song, poem or rhyme, brumby, brumbies, colt, stockman, clancy of the overflow, wild horse, 19th century, father son relationship, father daughter relationship, australian western",17159423,0.8305857816067758,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
15969,4.496,123,2019-10-17,64648,85,False,4500000,en,9.137,"Comedy, Crime, Drama","Sidney Kimmel Entertainment, New Element Media, Tribus P Film",United States of America,English,,-4435352,-68.60772181660685,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1
15976,6.073,123,2017-03-22,7286136,117,False,7000000,fr,7.265,Drama,"France 3 Cinéma, Curiosa Films","Belgium, France",French,"pregnancy, cancer, hospital, doctor, illness, hospital room, maternity, chemotherapy",286136,0.03927129551246367,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
15984,4.764,123,2002-09-13,14277032,85,False,25000000,en,7.832,"Action, Comedy, Drama, Crime","Columbia Pictures, Revolution Studios, Imagine Entertainment",United States of America,English,"robbery, harvard university, college, house, studies, uncle, fool, money, petty crimes",-10722968,-0.7510642267944766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1
15996,7.22,123,2019-10-09,540482,112,False,5600000,fr,10.079,"Action, Drama, War","Kador, Place du Marché Productions, Davis Films, France 2 Cinéma, Eagle Pictures, Happy Moon Productions","Belgium, France, Italy","Arabic, Kurdish, French, English, Italian",,-5059518,-9.361122109524462,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
16006,6.426,122,1950-01-01,7800000,100,False,1000000,en,11.236,"War, Action, Drama, History",Republic Pictures,United States of America,English,"world war ii, marine, sergeant, u.s. marine, iwo jima, marines",6800000,0.8717948717948718,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
16009,5.73,122,2000-05-12,1568749,112,False,2000000,en,9.491,Drama,"Miramax, double A Films",United States of America,English,"new york city, father murder, loss of loved one, father, video store, shakespeare in modern dress, hamlet, corporation",-431251,-0.27490121109240545,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
16030,5.857,122,2006-06-24,245000,83,False,79000,en,6.738,Comedy,"Gary Sanchez Productions, MTV Films, You Know I Can't Kiss You",United States of America,English,"sports, dark comedy, north carolina, tae kwon do, insecurity, duringcreditsstinger",166000,0.6775510204081633,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
16033,6.816,122,2012-01-20,1620436,108,False,2000000,pt,5.864,"Action, Crime, Drama","Black Maria, Agência Nacional do Cinema - ANCINE, ProAC, Secretaria de Cultura e Economia Criativa do Estado de São Paulo, Mary Post",Brazil,Portuguese,"criminal, political corruption",-379564,-0.2342357242124959,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
16040,5.303,122,2000-10-13,13700000,84,False,24000000,en,10.095,Comedy,SNL Studios,United States of America,English,"radio, cheat on husband, eating contest",-10300000,-0.7518248175182481,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
16043,6.803,122,2009-11-09,3878993,118,False,12500000,en,11.356,"Drama, Family","HighRoad Entertainment, Prelude Pictures, Lone Runner Entertainment, Kenio Films, Perfect Game, The",United States of America,English,"sports, baseball, based on true story, family relationships",-8621007,-2.222485835885757,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
16051,6.553,122,1968-07-18,14000000,176,False,14320000,en,7.712,"Drama, Music, Romance","Robert Wise Productions, 20th Century Fox",United States of America,English,"musical, singing",-320000,-0.022857142857142857,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
16052,5.988,122,1981-04-24,566736,104,False,6500000,en,9.157,"Horror, Thriller","Warner Bros. Pictures, Orion Pictures",United States of America,English,"murder, severed hand, crawling hand, comic book artist",-5933264,-10.469184946782981,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
16071,6.157,122,2002-09-02,13308,89,False,3000000,en,5.554,"Documentary, Drama, Music, Thriller","Santa Fe Institute for Regional Education, Qatsi Productions, IRE Productions, Miramax",United States of America,English,"nature documentary, poetic documentary",-2986692,-224.4283137962128,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
16094,5.672,121,2001-01-19,794481,105,False,13500000,en,7.708,"Drama, Mystery, Thriller","Jersey Shore, Focus Features, Franchise Pictures",United States of America,English,woman director,-12705519,-15.992225112998296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
16099,6.467,121,2009-11-25,6593565,86,False,8616269,fr,4.621,Comedy,"ADCB Films, StudioCanal, France 2 Cinéma, Euro Média Télévision, Manchester Films",France,French,"naivety, robbery, hideout, burlesque, sham, vengeance",-2022704,-0.3067694031984215,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
16103,5.329,121,1998-01-31,12662948,97,False,2900000,ja,9.746,"Fantasy, Horror, Mystery, Thriller",Basara Pictures,Japan,Japanese,"code, sequel, pathology, serial killer, car accident, videotape, rebirth, murder hunt",9762948,0.770985397713076,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
16111,6.331,121,1972-08-04,30000000,91,False,500000,en,8.563,"Crime, Drama","Superfly Ltd., Sig Shore Productions, Warner Bros. Pictures",United States of America,English,"new york city, mobster, blaxploitation cinema, drugs, dealer",29500000,0.9833333333333333,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
16119,6.066,121,1997-04-04,858553,108,False,35000000,en,10.466,"Drama, Romance","Icon Entertainment International, Warner Bros. Pictures, Studio Trite","Russia, United Kingdom, United States of America","English, Russian",,-34141447,-39.76626603133412,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
16131,6.2,121,1983-09-07,13168027,90,False,700000,en,9.582,"Action, Crime","Cannon Group, Metro-Goldwyn-Mayer, Golan-Globus Productions",United States of America,"English, French","martial arts, japan, kung fu, sequel, sword fight, ninja, gang, sword duel, throwing star",12468027,0.9468409352441334,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
16139,7.054,121,1965-09-16,4000000,138,False,10000000,en,16.066,"Drama, History","Dino de Laurentiis Cinematografica, International Classics, 20th Century Fox","Italy, United States of America","English, Latin","epic, based on novel or book, vatican, pope, artist, painter, biography, michelangelo, 16th century, italian renaissance, sistine chapel",-6000000,-1.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
16146,6.446,121,1995-09-20,15000000,135,False,35000000,fr,10.704,"Adventure, Romance, History, Drama","Hachette Première, France 2 Cinéma, Canal+",France,"French, Italian","new love, based on novel or book, italian, provence, horse, exile, cholera, 19th century",-20000000,-1.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
16165,6.876,121,2008-12-30,18980744,133,False,10000000,ko,19.162,Drama,"Opus Pictures, Showbox, United Pictures, Sponge",South Korea,Korean,"adultery, romance, sword fight, tragedy, betrayal, goryeo dynasty, boys' love (bl)",8980744,0.4731502621815035,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
16174,6.271,120,1964-02-08,9400000,85,False,1000000,en,7.446,"Comedy, Drama, Music, Romance","Jack Cummings Productions, Winters Hollywood Entertainment Holdings Corporation, Metro-Goldwyn-Mayer",United States of America,English,"dancing, rock 'n' roll, helicopter, gambling, photographer, car crash, swimming pool, talent show, singer, sexual harassment, las vegas, race car driver, showgirl, water skiing, race car, drag race",8400000,0.8936170212765957,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1
16176,6.233,120,2005-09-10,84967,92,False,12000000,en,7.137,"Drama, Comedy, Romance","Equity Pictures Medienfonds GmbH & Co. KG II, Millennium Media",United States of America,English,"taxi driver, autism, asperger's syndrome",-11915033,-140.23130156413666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
16180,6.6,120,1953-04-11,4905000,98,False,1805000,en,17.586,"Drama, Romance",20th Century Fox,United States of America,"English, French, Spanish, Basque",titanic,3100000,0.6320081549439348,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
16192,5.796,120,1996-08-14,11829959,109,False,23000000,en,8.383,"Adventure, Family","Castle Rock Entertainment, Fuchs/Burg",Canada,English,"pilot, polar bear, poacher, alaska, airplane crash, missing parent",-11170041,-0.944216374714401,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
16211,4.0,120,2003-08-14,547333,90,False,14000000,en,11.468,"Action, Thriller","Millennium Media, EFO Films, Luminocity Productions","Aruba, United States of America",English,"new york city, martial arts, fight, investigation, chinese mafia, sword fight, revenge, vigilante, organized crime, gunfight, one man army, one against many, warrior, action hero, vigilante justice, good versus evil",-13452667,-24.57857830607692,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16212,5.421,120,1996-10-31,8315693,93,False,30000000,en,8.147,Comedy,"United Artists, Trilogy Entertainment Group, Majestic Films International",United States of America,English,,-21684307,-2.607636789862252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
16213,6.188,120,1991-05-28,2900000,102,False,11000000,en,8.763,"Drama, Crime","Bison Films, Pressman Film, Cinehaus",United States of America,"English, Yiddish","detective, confidence, jewish life, cop, anti-semitism, jewish american",-8100000,-2.793103448275862,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
16215,5.171,120,1997-08-29,6112613,95,False,30000000,en,12.457,"Adventure, Fantasy, Action","Universal Pictures, Korsala Productions, Raffaella De Laurentiis Productions",United States of America,English,"martial arts, showdown, based on novel or book, sword, planetary alignment, traitor, sword fight, fate, barbarian, witchcraft, warrior, sword and sorcery",-23887387,-3.9078847294929355,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
16221,6.558,120,2013-06-21,1171761,140,False,6400000,hi,10.14,"Drama, Romance","Eros International, Colour Yellow Productions",India,Hindi,"tragedy, unrequited love, teenage love, inter religion relationship",-5228239,-4.461864663527801,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
16225,5.729,120,2003-09-17,30238577,122,False,15000000,en,12.464,"Comedy, Music, Romance","Paramount, MTV Films",United States of America,English,"church choir, romantic comedy",15238577,0.5039449111643051,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
16242,5.329,120,2000-02-04,1631839,101,False,10000000,en,8.656,"Action, Comedy, Romance, Thriller","Fortis Films, Hollywood Pictures",United States of America,English,"drug cartel, nervous breakdown",-8368161,-5.128055525085502,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1
16246,6.429,120,2016-03-10,6490401,120,False,18500000,en,13.934,"Drama, History",Focus Features,United States of America,English,"egypt, bible, gospel, journey",-12009599,-1.8503631747868892,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
16252,7.4,120,1992-03-27,2827107,127,False,18000000,en,13.888,Drama,"Alcor Films, Canal+, Regency Enterprises, Village Roadshow Pictures","Australia, France, South Africa, United States of America, Zimbabwe",English,"based on novel or book, africa, shower, chicken, apartheid, bullying, boxing",-15172893,-5.366932698337912,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
16253,7.079,120,2013-04-17,29523237,134,False,7720000,ru,4.692,Drama,"Studio Trite, VGTRK",Russia,Russian,"sports, biography, ice hockey",21803237,0.7385110582555701,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
16308,7.332,119,2018-10-19,39000000,125,False,4000000,hi,4.889,"Comedy, Romance, Drama","Junglee Pictures, Chrome Pictures",India,Hindi,"husband wife relationship, pregnancy, middle class, family relationships, wedding, gossip, boyfriend girlfriend relationship, mother son relationship, embarrasment",35000000,0.8974358974358975,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
16314,1.908,119,2012-06-15,73706,91,False,65000000,en,8.708,"Adventure, Comedy, Action, Animation, Family","Threshold Entertainment, C47 Productions, Natural Image, StoryArk Media, Threshold Animation Studios",United States of America,English,"supermarket, fight, product placement, food, food fight, 3d animation",-64926294,-880.8820720158467,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
16317,5.139,119,2003-10-24,337174,109,False,8000000,en,10.403,"Comedy, Music, Mystery, Crime","Icon Productions, Haft Entertainment, Airborne Productions, Paramount Vantage",United States of America,English,,-7662826,-22.726621862895716,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
16334,7.563,119,2018-03-23,25629954,116,False,2000000,hi,7.535,"Drama, Comedy",Yash Raj Films,India,"Hindi, English",,23629954,0.9219663055189252,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
16338,6.752,119,1933-11-24,2100000,115,False,424000,en,9.275,"Drama, Family",RKO Radio Pictures,United States of America,"English, German","holiday, coming of age, american civil war",1676000,0.7980952380952381,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
16364,6.521,118,2005-02-11,653621,90,False,2000000,en,11.508,"History, Documentary","Imagine Entertainment, Summit Entertainment, HBO Documentary Films, Universal Pictures",United States of America,English,"pornography, 1970s, sexual revolution",-1346379,-2.059877207127678,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
16378,6.2,118,1997-09-26,309,85,False,15000000,en,11.962,"Comedy, Family, Romance","Daybreak Pictures, Warner Bros. Pictures",United States of America,"English, Spanish","robbery, alcohol, condom, love, gang",-14999691,-48542.68932038835,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
16379,6.593,118,1999-10-22,34573780,120,False,9000000,en,6.672,"Drama, Comedy","Universal Pictures, 40 Acres and a Mule Filmworks",United States of America,English,,25573780,0.739687127065655,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
16386,6.008,118,2016-12-23,102205175,124,False,50000000,zh,11.081,"Action, Adventure, Comedy, Family, War","Shan Dong Satellite TV Media, Shanghai Film Group, Sparkle Roll Media, Beijing Going Zoom Media, Mango Entertainment, J.Q. Pictures, Nextainment Pictures (Wuxi)",China,"Japanese, English, Mandarin","china, railroad, 1940s, feed the poor, railroad worker, freedom fighters",52205175,0.510787981136963,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
16399,6.487,118,2008-06-06,38135878,123,False,2000000,ru,10.535,War,"Film Direction, Dago Productions, 20th Century Fox",Russia,"Russian, French","st. petersburg, russia, 1910s",36135878,0.9475559471844335,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16406,5.665,118,2010-03-12,21409028,103,False,14000000,en,9.205,Comedy,"Pointe Studios, Fox Searchlight Pictures, Sneak Preview Entertainment, Dune Entertainment",United States of America,English,"interracial marriage, wedding, duringcreditsstinger",7409028,0.3460702653105036,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
16410,5.013,118,2009-01-21,726936,90,False,5000000,en,8.628,"Comedy, Drama",John Wells Productions,United States of America,English,"mother role, blog, woman director",-4273064,-5.878184599469554,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
16412,6.339,118,1984-06-22,6836201,121,False,8000000,en,12.453,"Action, Comedy, Crime",United Artists,United States of America,English,"sibling relationship, based on novel or book, mobster, greenwich village",-1163799,-0.17024060585696646,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
16439,6.103,117,2021-04-27,3310000,118,False,38504400,cn,21.597,"Action, Adventure, Fantasy","HMV Digital China Group Limited, Tecmo, Sun Entertainment Culture, Guangdong Sublime Media, Khorgas New Splendid Entertainment, Er Dong Pictures (Beijing) Company, Beijing New Splendid Entertainment, Deshe Film, Film Entertainment Power, China Star Entertainment, Beijing Lajin Film","China, Hong Kong, Japan, New Zealand","English, Cantonese","samurai, dynasty, based on video game",-35194400,-10.632749244712992,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
16441,6.329,117,1996-02-06,409144,123,False,7000000,en,13.971,"Drama, Romance","Revolution Films, BBC, PolyGram Filmed Entertainment",United Kingdom,"Latin, English","based on novel or book, victorian england, teacher, loveless marriage, 19th century, pig slaughter, loss of faith",-6590856,-16.10889075728839,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
16473,7.91,117,2013-10-21,5104868,119,False,4000000,en,7.325,Drama,"Beanca Films, Eficine 226, Fondo de Inversión y Estímulos al Cine (FIDECINE), MPN Cologne Film 3","Mexico, Germany","German, Spanish",germany,1104868,0.21643419575197634,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
16481,6.564,117,1996-11-21,285112,104,False,3000000,en,6.548,"Drama, Comedy","Miramax, Independent Pictures (II)",United States of America,English,"judge, drug addiction, extremist, abortion",-2714888,-9.522180757035832,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
16484,6.662,117,2017-01-27,1792414,116,False,4200000,fi,6.904,Drama,"Helsinki-filmi, Fridthjof Film, Neutrinos Productions, Anagram","Iceland, Finland, United States of America, Sweden, Denmark, Germany","English, Finnish, German","world war ii, biography, male homosexuality, lgbt, lgbt in the military, gay history, gay theme, gay artist",-2407586,-1.3432086560359382,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
16491,7.222,117,2021-02-12,822049668,128,False,59000000,zh,8.689,"Drama, Comedy, Fantasy","Alibaba Pictures Group, Tianjin Maoyan Media, Beijing Big Bowl Entertainment Culture Media, Beijing Jingxi Culture and Tourism, Beijing Cheering Times Culture & Entertainment, Shanghai Ruyi Film & TV Production",China,Mandarin,亲情,763049668,0.9282281809765295,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
16498,5.897,117,1989-01-13,2777280,101,False,10000000,en,8.98,"Crime, Thriller, Action","20th Century Fox, Gladden Entertainment, The Rank Organisation",United States of America,"English, Portuguese, Vietnamese","skateboarding, los angeles, california",-7222720,-2.6006452356262244,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1
16514,6.135,116,2006-09-08,622806,96,False,2000000,en,7.256,Drama,"Red Envelope Entertainment, Big Beach, Elevation Filmworks",United States of America,English,"new jersey, ex-con, heroin addict, woman director, mother daughter relationship",-1377194,-2.211272852220435,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
16531,5.422,116,1980-02-02,54000000,102,False,12000000,en,7.128,"Horror, Science Fiction",Paramount,United States of America,English,"monster, mutant, native american, toxic, environmental, animal horror",42000000,0.7777777777777778,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
16541,6.129,116,1998-09-18,124494,91,False,2000000,en,8.856,"Action, Adventure, Science Fiction, Music, Comedy",HSX Films,United States of America,English,"rock 'n' roll, cult figure, las vegas, desert, samurai sword, child",-1875506,-15.065031246485775,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
